ags,gdp_nominal_1992,gdp_nominal_1994,gdp_nominal_1995,gdp_nominal_1996,gdp_nominal_1997,gdp_nominal_1998,gdp_nominal_1999,gdp_nominal_2000,gdp_nominal_2001,gdp_nominal_2002,gdp_nominal_2003,gdp_nominal_2004,gdp_nominal_2005,gdp_nominal_2006,gdp_nominal_2007,gdp_nominal_2008,gdp_nominal_2009,gdp_nominal_2010,gdp_nominal_2011,gdp_nominal_2012,gdp_nominal_2013,gdp_nominal_2014,gdp_nominal_2015,gdp_nominal_2016,wage_nominal2000,wage_nominal2001,wage_nominal2002,wage_nominal2003,wage_nominal2004,wage_nominal2005,wage_nominal2006,wage_nominal2007,wage_nominal2008,wage_nominal2009,wage_nominal2010,wage_nominal2011,wage_nominal2012,wage_nominal2013,wage_nominal2014,wage_nominal2015,wage_nominal2016,pop_2009,pop_2010,pop_2011,pop_2012,pop_2013,pop_2014,pop_2015,pop_2016,relig_cath_2011,relig_prot_2011,relig_other_2011,unem_tot_2011,unem_foreign_2011,unem_handicapped_2011,unem_age_15_20_2011,unem_age_15_25_2011,unem_age_55_65_2011,unem_longterm_2011,unem_rate_dependent_2011,unem_rate_tot_2011,unem_rate_male_2011,unem_rate_female_2011,unem_rate_foreign_2011,unem_rate_age_15_25_2011
07231,1966.373,2001.613,2012.357,2093.639,2107.112,2139.405,2204.969,2191.289,2211.895,2295.829,2417.647,2444.489,2458.174,2556.732,2681.113,2782.622,2751.866,2821.012,3000.548,3057.979,3157.105,3313.379,3464.181,3607.821,1278.863,1290.011,1289.456,1292.603,1308.894,1304.917,1348.71,1380.593,1438.084,1444.193,1479.886,1532.988,1568.869,1643.054,1690.956,1770.844,1776.945,111543,111073,112308,110833,110643,110981,111828,112006,0.6861617357704396,0.1538030075054087,0.16004415993732138,2103,232,160,58,267,466,432,3.9,3.5,3.4,3.7,10,3.5
07232,1426.396,1521.992,1644.219,1666.174,1684.042,1690.509,1768.053,1771.196,1815.299,1901.146,1934.73,2007.013,1946.812,2032.834,2181.483,2210.803,2174.01,2234.642,2376.03,2482.034,2628.183,2498.454,2613.2,2592.663,897.581,903.481,910.334,914.701,941.118,944.912,958.632,1006.625,1036.709,1046.158,1068.753,1092.365,1125.8,1165.917,1212.299,1255.511,1282.482,94394,94008,95751,95946,96158,96408,97180,98021,0.81307230488123206,0.06675019577133907,0.12016705820934481,1477,123,92,43,207,271,314,3.3,3,3.1,2.9,7.7,2.7
07233,1053.765,1073.068,1126.061,1150.267,1219.712,1244.616,1223.061,1277.179,1303.198,1329.921,1335.155,1362.212,1414.281,1375.172,1412.097,1491.889,1442.469,1526.243,1640.316,1637.481,1709.774,1784.265,1859.091,1895.317,646.601,654.388,666.4,673.58,681.473,664.208,670.662,689.26,715.11,748.086,778.266,802.923,823.29,864.529,893.264,928.881,946.692,61789,61267,61533,61073,60765,60775,60794,60757,0.7381471257688024,0.10809240156908324,0.1537604726621144,1406,75,86,22,155,337,533,4.9,4.4,4.2,4.7,9.8,3.6
07235,1329.279,1440.582,1518.934,1573.439,1608.264,1639.27,1726.611,1830.559,1802.762,1846.03,1882.418,1904.958,1939.119,1982.709,2144.213,2104.307,2030.177,2117.486,2363.585,2442.112,2701.813,2738.967,2804.594,2961.023,872.195,876.459,892.943,911.442,912.466,914.666,914.886,952.007,970.456,970.112,1014.234,1060.924,1117.47,1160.373,1206.518,1256.598,1303.384,141481,141646,142494,143893,144337,145227,147999,147833,0.78158309193689,0.0814326292994347,0.13698427876367522,2520,236,207,73,349,506,608,3.6,3.3,3.4,3.1,9.9,3.4
07311,1113.972,1069.447,1076.148,1071.206,1103.288,1200.179,1128.968,1122.694,1178.185,1169.27,1169.573,1164.05,1203.815,1242.297,1331.92,1384.772,1355.046,1408.011,1437.002,1513.348,1526.572,1568.706,1558.277,1563.52,682.104,696.545,700.082,701.826,712.375,694.586,726.435,760.573,807.192,814.586,845.079,850.892,876.996,915.374,963.509,924.852,934.334,46874,46793,46617,47035,47332,47724,48363,48445,0.30472907465259075,0.31634169988150385,0.3789292254659054,1706,390,95,42,192,242,609,8.1,7.2,6.8,7.7,12.5,7
07312,3047.774,3050.686,3036.677,3204.834,3317.471,3358.873,3535.014,3363.291,3282.161,3332.641,3542.498,3600.924,3419.742,3550.063,3640.973,3677.922,3646.474,3771.96,3833.117,3840.522,3931.805,4399.955,4476.389,4702.197,1907.42,1911.712,1950.072,1978.389,2024.816,1984.642,1999.879,2047.797,2116.443,2107.472,2184.561,2218.148,2274.2,2308.873,2413.027,2522.653,2589.38,99275,99184,96963,97112,97162,97382,98520,99302,0.2881461490554287,0.40470209674071,0.3071621341083662,5141,738,275,117,537,831,1915,11.6,10.4,10.5,10.2,15.6,9.5
07313,951.578,1024.028,1055.388,1040.122,1080.141,1148.138,1143.782,1194.372,1193.694,1208.481,1270.801,1338.424,1376.01,1436.125,1481.409,1478.244,1502.315,1494.151,1569.545,1626.277,1699.88,1740.74,1815.186,1857.277,684.861,687.584,700.925,694.379,706.939,715.658,740.545,765.882,789.028,795.369,805.016,835.477,874.76,895.268,956.609,1004.429,1011.973,42994,43615,43476,43641,43825,44465,45362,46006,0.3832476188279791,0.3535204446391919,0.26323193653282906,1096,165,65,19,108,193,341,5.4,4.9,4.9,4.8,10.1,4
07314,8435.039,9007.067,9701.289,9256.378,9628.046,9419.374,9351.9,9691.524,9183.091,9510.409,9237.507,10272.698,9842.002,10299.198,10832.746,10617.29,10167.152,11729.795,12172.639,12359.066,11857.53,12197.716,13463.105,13546.064,4774.451,4765.306,4637.013,4727.891,4721.111,4832.431,4848.789,4892.318,5035.822,5134.733,5003.95,5513.535,5769.258,6171.012,6337.607,6566.848,6628.651,163340,164351,158637,160179,161518,163832,164718,166621,0.2854223779063864,0.264855569093309,0.4497220530003046,7529,2441,380,157,729,1010,3062,10.5,9.3,8.8,10.1,14.7,7.7
07315,7449.215,7586.054,7744.207,7751.006,8452.53,8422.478,8580.445,8927.547,9074.81,8786.976,8589.986,8484.815,8656.003,8900.467,9493.69,9684.64,9937.241,10093.564,10350.685,10629.756,10821.227,10986.874,11253.133,11576.668,4831.498,4929.502,4949.97,4976.122,4817.087,4798.558,4935.41,5001.805,5124.109,5330.631,5527.447,5721.44,5895.261,6074.543,6223.139,6475.952,6525.811,197778,199237,201002,202756,204268,206991,209779,213528,0.370053507966298,0.2362286866589466,0.3937178053747554,6096,1972,370,131,536,871,1978,6.6,5.9,6.2,5.6,12.1,4.7
07316,1151.419,1171.99,1153.9,1201.85,1207.479,1212.994,1209.029,1154.2,1176.373,1190.117,1252.698,1279.977,1244.753,1265.505,1296.887,1340.745,1310.776,1316.161,1377.636,1408.317,1477.283,1509.39,1554.844,1564.252,669.673,683.861,675.953,698.735,698.177,718.208,706.905,706.434,707.506,719.108,720.554,746.219,772.164,791.885,817.33,855.09,858.631,53525,52855,52322,52268,52400,52564,52999,53209,0.334521892492907,0.3929338240932444,0.2725442834138486,1642,197,109,38,170,277,559,6.8,6,6,6.1,11.8,5.6
07317,1192.078,1228.362,1190.082,1179.552,1193.983,1217.514,1210.578,1221.901,1227.06,1223.566,1225.268,1212.267,1270.659,1236.328,1236.67,1255.276,1273.577,1328.56,1306.42,1358.693,1388.879,1421.428,1419.792,1449.027,685.779,690.452,709.601,705.324,722.238,696.754,691.017,705.531,737.904,745.513,777.154,779.8,806.071,821.488,827.074,842.324,849.411,40808,40384,40655,40267,40101,40046,40125,40416,0.3059407635678822,0.47535891603688213,0.21870032039523565,2744,240,157,78,294,408,992,14.8,13.2,13.4,13.1,23.4,12.6
07318,1420.52,1399.611,1355.089,1412.851,1416.97,1490.739,1556.529,1558.722,1556.794,1645.859,1622.689,1628.478,1635.849,1707.439,1787.23,1908.9,1905.396,1980.67,2106.26,2183.482,2316.758,2469.067,2477.947,2523.012,942.237,915.842,927.628,953.41,960.623,976.644,991.618,1041.957,1086.755,1097.434,1154.575,1205.634,1259.366,1314.385,1386.651,1438.288,1472.813,49811,49857,49712,49764,49740,49855,50284,50551,0.3546225272507065,0.2985264432781591,0.34685102947113444,1708,390,90,37,166,260,698,7.3,6.5,6.7,6.3,14.6,5.8
07319,1819.536,1820.658,1862.429,1839.904,1892.166,1905.651,1957.882,1908.979,1927.025,1936.428,2040.142,2108.002,2134.998,2284.676,2389.562,2269.751,2171.62,2310.387,2470.193,2815.276,2829.845,2843.012,2910.765,2927.075,1015.416,1029.493,1048.406,1057.123,1072.846,1064.532,1083.002,1123.056,1175.498,1183.287,1215.681,1285.873,1323.486,1379.736,1423.286,1475.177,1477.357,81784,81736,79526,79727,80296,81010,82102,82595,0.27853598798086027,0.37326246417614606,0.3482015478429937,3297,706,160,87,386,508,1202,8.7,7.7,7.1,8.5,14.9,7.4
07320,825.834,905.551,917.273,966.315,940.339,954.291,983.136,1059.446,1056.838,1080.494,1056.603,1025.671,1078.186,1160.501,1329.033,1467.697,1362.784,1284.617,1303.032,1305.241,1417.938,1352.954,1487.77,1561.078,655.369,690.135,705.838,680.033,656.095,646.404,685.098,737.066,778.864,777.839,775.329,764.123,767.062,792.704,779.571,827.937,843.859,34109,33944,34161,34064,34084,34011,34260,34428,0.2729824561403509,0.4919005847953216,0.23511695906432747,1313,132,79,29,159,243,425,8.3,7.5,7.8,7.1,15.9,8.2
07331,1405.113,1581.944,1655.651,1704.671,1740.028,1783.751,2011.577,2049.672,2039.706,2130.851,2217.026,2209.307,2260.43,2392.724,2570.436,2496.58,2462.596,2532.415,2744.64,2865.352,2980.539,3063.806,3060.433,3047.119,802.054,833.436,863.596,894.616,925.347,919.91,952.015,975.179,1018.993,1065.934,1134.12,1180.162,1263.968,1263.469,1292.759,1321.374,1276.432,124758,124760,125109,125173,125213,125998,127274,128197,0.2479538333653047,0.466214272012277,0.2858398874608351,3036,396,172,79,376,580,813,5,4.5,4.4,4.7,10.2,4.8
07332,1770.527,1822.189,1910.463,1969.976,2004.781,2015.059,2081.715,2133.652,2159.716,2208.279,2160.66,2236.301,2282.432,2277.571,2405.92,2510.58,2489.216,2442.754,2519.92,2627.378,2663.186,2702.339,2854.655,2891.608,995.289,991.158,1018.148,1013.882,1030.516,1028.061,1039.843,1072.086,1089.783,1100.655,1109.233,1137.232,1173.3,1202.737,1269.177,1321.476,1345.129,133052,132757,130920,130927,131041,131530,132203,132960,0.2911164511576458,0.42525079147118283,0.2836327573711714,2742,286,188,62,273,598,774,4.5,4.1,3.9,4.2,7.2,3.8
07333,972.062,1034.792,1108.73,1117.938,1165.852,1189.514,1265.434,1297.473,1314.295,1342.466,1347.323,1409.205,1464.16,1465.883,1608.031,1599.146,1390.743,1632.708,1755.235,1762.538,1883.255,1957.282,2120.656,2148.056,692.781,697.806,696.266,691.811,709.807,710.828,713.901,735.484,769.988,759.546,805.304,856.867,887.188,941.268,958.103,1004.362,1017.736,76571,75878,75822,75508,75192,74962,75230,75203,0.21711910774410775,0.5362873526936027,0.24656723484848486,2148,209,158,52,215,464,748,5.9,5.3,4.9,5.7,10.4,4.6
07334,2384.554,2219.615,2403.452,2284.149,2505.515,2364.444,2407.258,2373.964,2584.26,2696.659,2877.944,2953.114,2894.043,3326.858,3569.556,3496.361,2864.368,3739.731,4121.974,4093.676,4094.134,4327.742,4902.308,4843.443,1467.897,1516.859,1551.018,1632.231,1692.984,1721.009,1763.982,1838.646,1922.449,1891.857,1914.475,2053.95,2131.634,2245.967,2318.231,2372.283,2394.368,124982,124838,124294,124889,125434,126266,127303,128205,0.45148612332846433,0.2765407987862452,0.27197307788529046,3101,566,187,74,359,582,846,5,4.5,4,5,8.8,4.3
07335,1142.534,1167.447,1275.188,1226.475,1316.051,1348.688,1389.348,1431.164,1470.058,1508.959,1509.254,1567.411,1565.831,1604.462,1655.826,1801.983,1690.13,1769.914,1873.461,1933.304,2001.977,2096.611,2227.073,2260.019,713.105,733.804,745.381,743.009,728.325,713.247,737.17,755.379,769.595,787.659,798.182,813.348,840.673,885.385,907.439,963.025,991.578,106149,105428,104910,104443,104117,104288,104966,105504,0.35863339760455154,0.41440688430230904,0.22695971809313945,2935,252,196,72,330,604,950,6,5.4,5.3,5.5,11.8,5.5
07336,791.985,831.776,923.039,902.391,930.8,961.39,1000.905,1013.608,1026.89,1030.803,1014.963,1021.901,999.246,1014.524,1046.22,1099.996,1084.439,1085.881,1113.045,1113.595,1136.081,1115.078,1155.922,1190.184,506.391,535.693,515.728,498.051,494.605,482.797,472.978,481.729,509.154,519.442,529.509,547.61,544.921,539.779,518.47,523.412,544.887,73306,72602,72458,71766,71098,70883,70997,70899,0.22647394237507043,0.5950591500528984,0.17849438727140324,1974,88,138,40,235,498,637,5.8,5.2,5.2,5.1,9.9,5.5
07337,1423.842,1444.946,1478.211,1524.448,1582.248,1647.898,1670.753,1791.672,1797.945,1864.191,1884.397,1941.596,1902.477,1999.569,2081.781,2146.267,2137.738,2141.729,2286.963,2373.501,2562.03,2562.571,2678.333,2757.324,914.576,932.775,961.617,977.505,993.875,983.555,993.047,1005.07,1030.3,1030.36,1047.813,1108.334,1168.181,1223.405,1257.648,1347.728,1421.116,109133,109002,108300,108752,109026,109735,110526,110885,0.45158161191382434,0.3459683677617235,0.20245002032445217,2239,209,147,52,257,487,668,4.4,4,3.8,4.2,9.1,3.9
07338,1460.897,1592.134,1614.852,1636.768,1690.388,1808.181,1775.662,1791.137,1835.552,1895.717,1920.172,1973.324,1900.243,1993.289,2134.416,2219.8,2191.988,2232.54,2289.745,2328.33,2435.759,2481.655,2606.518,2667.019,830.042,844.145,850.913,846.811,862.282,864.064,891.94,919.15,971.401,1014.756,1031.342,1054.453,1100.215,1137.951,1182.154,1220.649,1252.197,148733,148475,147341,148079,149068,150051,151546,153043,0.3692449104650371,0.32583236876148974,0.3049091032886226,2959,488,175,60,325,606,1076,4.1,3.6,3.5,3.8,5.4,3.6
07339,2767.101,3113.715,3429.548,3295.952,3371.107,3436.157,3755.582,3938.651,3960.939,4094.516,3980.273,4221.116,4673.092,4761.982,4915.387,5254.905,5373.301,5622.975,5853.994,6269.291,6241.431,6614.929,6974.514,7171.404,1737.315,1799.582,1835.868,1843.769,1865.302,1873.955,1909.469,1960.531,2066.896,2148.265,2240.79,2308.063,2437.418,2597.596,2791.297,2907.572,3013.199,201583,202310,201264,202222,203338,204514,208749,209184,0.3871641285281454,0.3185197735608356,0.294316097911019,4655,641,232,111,528,868,1400,4.8,4.3,4.3,4.2,9.3,4.8
07340,1063.777,1091.745,1096.552,1110.049,1141.089,1180.777,1182.665,1182.352,1184.863,1202.994,1193.696,1196.835,1226.306,1260.255,1313.648,1325.228,1270.178,1300.456,1370.659,1406.053,1423.622,1457.281,1503.882,1531.837,581.606,577.539,568.452,568.524,541.267,518.399,520.41,536.2,546.284,535.796,550.831,563.963,571.472,577.613,596.544,612.151,609.591,99605,98887,98008,97180,96599,96410,96474,95957,0.4986995306118302,0.35948834657509193,0.14181212281307784,2611,119,234,56,305,615,881,5.6,5,4.9,5.2,12.8,5.3
10041,NA,NA,NA,9738.07,9896.346,9886.251,10208.46,10429.245,10452.846,10423.691,10721.74,11220.817,11883.852,12167.978,12815.101,12582.641,11670.448,12340.114,13731.076,13272.399,13569.33,13792.254,13997.074,13825.405,6433.013,6726.168,6619.777,6568.827,6591.588,6509.004,6487.683,6581.701,6618.411,6510.807,6849.888,7135.164,7256.031,7541.866,7506.647,7707.559,7792.988,333469,332333,326996,326638,325978,325604,327380,329593,0.5181233088224053,0.23539357620044946,0.24648311497714523,15224,2637,961,265,1291,2384,5612,10.3,9.4,9.4,9.3,18.7,7.6
10042,NA,NA,NA,1799.822,1887.761,2004.558,1976.387,1972.646,2023.306,2064.199,2106.248,2151.941,2214.064,2233.679,2400.859,2480.092,2357.882,2490.867,2413.443,2504.84,2490.858,2575.788,2570.304,2659.623,1078.137,1081.834,1069.963,1078.541,1092.59,1109.435,1134.118,1144.048,1139.937,1153.954,1178.914,1183.185,1267.104,1332.363,1333.512,1338.682,1391.95,105241,104843,103639,103520,103135,102987,103997,103908,0.7929773437801536,0.0727063954610367,0.13431626075880967,2632,286,176,57,251,536,856,5.4,4.9,5.1,4.8,12.3,4
10043,NA,NA,NA,2456.042,2461.787,2433.093,2550.153,2611.44,2560.722,2600.592,2610.536,2693.246,2829.563,2816.136,2892.993,2845.968,2609.225,2808.479,2975.367,3092.195,2920.891,3125.523,3131.227,3318.693,1343.626,1353.922,1343.536,1356.163,1349.656,1339.571,1354.843,1377.528,1402.086,1416.611,1419.41,1465.009,1595.706,1632.051,1674.814,1690.963,1762.908,138586,137247,134957,134099,133222,133021,133735,133984,0.5861758564461267,0.24762600438276114,0.16619813917111215,4891,601,298,91,508,862,1613,7.7,7,6.8,7.3,18.1,6.7
10044,NA,NA,NA,4075.135,4219.312,4350.476,4223.963,4353.146,4819.428,4717.984,4555.406,4885.069,5262.695,5971.885,6361.283,6865.402,5566.66,5592.394,5589.306,5965.422,5632.056,6373.743,6871.655,6718.847,2638.661,2762.212,2684.388,2758.249,2883.534,2868.166,2907.45,2968.759,2912.715,2866.957,2988.521,3144.623,3029.634,3008.345,3210.304,3247.061,3322.902,204448,203308,197452,196611,195976,195632,197009,196609,0.7529879672725986,0.08625560322826807,0.1607564294991333,5762,865,344,114,548,1065,1816,6.2,5.6,5.2,6.2,13.1,4.8
10045,NA,NA,NA,3723.89,3798.763,3973.381,4029.113,4232.693,4308.112,4397.616,4496.116,4683.796,4725.097,4833.319,5026.821,5054.148,4572.851,5075.513,5251.866,5288.986,5195.107,5395.894,5491.926,5575.774,2329.298,2342.023,2348.658,2369.036,2419.871,2494.954,2546.567,2633.85,2654.506,2524.367,2697.822,2840.715,2857.416,2871.127,3021.707,3088.553,3129.398,149680,149240,145099,144291,143851,143532,144584,144100,0.5371542154421778,0.2627687524932253,0.2000770320645969,4093,517,268,65,362,902,1578,6,5.5,5.5,5.5,13.2,4.7
10046,NA,NA,NA,1482.758,1494.758,1534.96,1611.183,1813.003,1805.162,1786.234,1742.955,1731.926,1810.547,1873.449,1855.963,1901.544,1913.39,1988.057,2072.07,2152.68,2166.763,2165.724,2246.377,2232.596,803.475,813.202,827.653,822.62,821.808,828.627,838.818,857.149,919.034,930.279,935.283,981.12,1020.829,1020.133,1044.512,1079.185,1112.36,91161,90596,89712,89128,88556,88259,88892,88457,0.6825565912117177,0.19622725255215268,0.12121615623612961,1885,130,141,15,133,434,549,4.4,4,3.8,4.3,12.3,2.6
14612,7060.017,9689.881,10750.454,11314.271,11320.977,11456.581,11999.21,12342.105,13279.192,14230.559,15112.059,15914.108,15525.359,16039.128,16636.532,16299.566,15731.206,16409.505,16534.256,16800.126,17555.341,18322.171,20229.676,20725.214,7066.985,7339.929,7501.611,7652.179,7704.274,7676.383,8008.242,8260.234,8576.571,8538.579,8890.649,9168.924,9589.943,9884.391,10263.717,10727.198,11250.482,517052,523058,517765,525105,530754,536308,543825,547172,0.042925399235684704,0.1530718995069815,0.8040027012573338,26613,1875,1213,364,2962,4471,9633,11.1,10,10.5,9.5,18.5,9.6
14625,3287.139,4374.247,4884.563,5133.871,5190.27,5209.348,5326.677,5349.226,5437.587,5523.959,5579.087,5565.488,5774.026,5903.406,6182.377,6226.943,6170.852,6229.875,6724.44,6687.938,6886.299,7133.586,7343.699,7577.448,3132.738,3069.672,3014.218,2990.169,2999.716,2929.094,2964.251,3069.889,3165.69,3177.346,3294.739,3437.864,3547.821,3614.105,3738.78,3871.833,4029.585,325032,321511,313618,310898,308350,306570,306273,304691,0.08555908799583722,0.23334412102521146,0.6810967909789513,17594,357,643,134,1445,4189,7234,11.5,10.4,10.2,10.7,23.9,8.1
14626,3058.767,4070.496,4462.655,4490.219,4325.906,4223.221,4312.4,4035.8,4099.823,4347.565,4354.382,4501.966,4569.918,4746.872,5282.632,5313.12,5364.366,5558.233,5740.937,5931.877,6058.528,6248.158,6401.387,6548.936,2529.162,2422.562,2388.15,2360.557,2373.304,2333.021,2317.835,2366.765,2442.937,2528.004,2591.533,2653.204,2725.47,2813.705,2901.262,3023.296,3152.274,281076,276924,267815,264673,262168,260188,26e4,258337,0.051615630806202184,0.2351926778343538,0.713191691359444,17808,582,685,174,1352,4025,6993,14.4,13,13,13,28.3,9.4
14627,2372.424,3556.017,3896.378,4144.016,4116.02,4177.686,4314.868,4391.125,4522.416,4564.721,4488.133,4611.976,4691.044,4962.923,5092.051,5306.228,4989.495,5305.405,5605.954,5739.878,5831.098,6117.526,6342.923,6642.857,2460.66,2442.71,2423.926,2443.746,2444.264,2410.524,2433.518,2521.675,2621.511,2600.689,2669.782,2737.389,2845.427,2915.888,3040.663,3209.363,3379.145,254483,253069,246237,244717,243716,243745,245244,243889,0.02965343609089511,0.21103078679155166,0.7593157771175533,13368,244,583,124,1188,3054,5192,11.4,10.3,10.2,10.4,16.7,8.9
14628,2092.835,3023.208,3350.896,3480.393,3509.138,3583.094,3574.769,3568.916,3612.75,3749.673,3844.575,3908.022,3841.145,3881.202,4077.104,4236.592,4153.504,4218.974,4495.617,4614.518,4805.956,5091.147,5279.64,5424.848,2091.048,2020.315,2000.908,2045.661,2023.963,1964.924,1956.154,2014.044,2124.034,2158.595,2216.109,2272.226,2338.22,2423.513,2530.376,2642.858,2774.722,253843,252308,246275,245927,245939,245954,247412,246066,0.029746614914633453,0.1929032728569229,0.7773501122284436,12681,326,565,132,1170,2981,4700,10.8,9.7,10.3,9,22.9,8.3
14511,3965.692,5406.865,5872.203,5957.49,5831.212,5776.945,5898.277,5881.314,6057.223,6187.677,6208.597,6249.46,6331.539,6717.345,7044.946,6834.058,6595.614,6823.435,7214.237,7377.166,7562.595,7816.373,8054.334,8456.095,3465.23,3462.252,3458.535,3452.773,3450.928,3386.309,3471.165,3558.6,3666.628,3669.637,3833.086,3947.997,4071.678,4176.627,4303.825,4448.266,4663.855,243089,243248,240543,241210,242022,243521,248645,246353,0.020823881491594278,0.12918881345914515,0.8499873050492606,14003,1033,913,186,1218,3254,5520,12.8,11.5,11.4,11.5,30,9.4
14521,2999.522,4283.83,4776.009,4894.052,4941.873,5061.535,5232.522,5360.562,5452.272,5757.503,5834.118,6009.511,6046.039,6232.455,6336.227,6406.776,6108.743,6496.694,6751.292,6948.18,6993.131,7264.871,7454.485,7709.465,2958.922,2932.896,2922.314,2965.132,2972.207,2915.425,2934.153,3007.168,3107.171,3097.157,3214.639,3330.625,3440.691,3476.397,3611.03,3778.758,3942.529,372390,368167,359103,355275,351309,349582,347665,344136,0.018366957718682887,0.35146811280545953,0.6301649294758576,18358,252,1173,181,1353,5323,6868,10.6,9.6,9.1,10.1,21.5,6.7
14522,2953.641,4268.568,4738.226,5041.27,5050.451,5143.405,5359.925,5418.999,5550.472,5802.976,5967.748,6154.957,6253.174,6888.348,7239.553,7610.762,6976.613,7452.116,7647.657,7418.604,7384.877,7675.228,7846.776,8213.539,2902.55,2876.185,2858.76,2914.651,2930.235,2891.896,2938.992,3067.704,3241.792,3285.046,3404.906,3527.384,3617.034,3646.533,3733.726,3867.151,4018.673,332236,328342,320062,317204,314591,312711,312450,310505,0.021336512697274254,0.22974940775032057,0.7489171844000038,16032,320,903,169,1344,4208,6151,10.3,9.2,9,9.5,17.4,7.3
14523,2468.883,3492.046,3790.087,3867.411,3958.894,4093.507,4094.094,4235.982,4123.979,4269.897,4331.218,4457.276,4360.608,4582.568,4745.417,4826.642,4662.432,4794.66,4990.262,5071.555,5146.913,5281.593,5467.831,5628.57,2440.371,2366.56,2345.37,2304.094,2282.654,2217.183,2231.154,2310.14,2387.587,2365.485,2409.867,2472.696,2527.805,2553.954,2636.908,2745.281,2850.968,247196,244402,238443,236227,233970,232390,232318,231051,0.023623949711105464,0.2712900901051018,0.7050817944370619,11792,331,688,126,984,3001,4089,10.6,9.5,9.2,9.7,21.9,7.9
14524,3483.032,5096.17,5585.007,5750.14,6015.342,6647.611,6525.604,6450.728,6753.582,6727.291,6791.736,6963.59,6821.639,6991.196,7477.082,7460.179,7248.175,7631.19,8071.269,8177.105,8250.088,8901.414,9386.294,9713.134,3547.889,3565.897,3541.185,3529.818,3537.227,3436.488,3505.699,3572.854,3682.341,3718.943,3902.755,4058.485,4166.149,4295.524,4426.565,4595.149,4772.137,345118,341932,333291,330294,327062,325137,324534,322099,0.027641548833601814,0.21685460294731818,0.75550384821908,16395,427,991,167,1333,4119,6533,10.5,9.4,8.8,10.1,21,7.3
14713,6939.6,9742.777,10527.031,10874.289,10578.083,10513.571,10830.477,10928.29,11352.625,11742.77,11898.297,12066.949,12215.186,13231.967,13804.972,13904.372,13787.061,14428.128,15824.911,16637.682,17378.207,18539.088,19293.771,19872.072,6828.171,6860.755,6855.395,6953.962,7020.109,7001.818,7262.174,7473.678,7745.529,7928.178,8179.406,8481.279,8852.308,9303.765,9716.719,10352.477,10969.298,518862,522883,510043,520838,531562,544479,560472,571088,0.039886357084490606,0.11816596716761535,0.8419476757478941,33650,3034,1713,478,3547,5503,12639,14.5,13,13.8,12,26.4,12.1
14729,2407.204,3669.35,4085.086,4066.049,4082.535,4093.341,3959.547,3811.838,3925.01,4139.13,4240.651,4378.829,4380.694,4687.308,4939.219,5209.577,5107.035,5294.207,5409.896,5558.85,5711.151,5967.783,6018.997,6558.773,2136.011,2052.05,2018.338,2014.529,2009.691,1944.086,1975.305,2064.412,2167.075,2201.478,2266.993,2347.282,2410.251,2482.222,2573.792,2653.174,2794.38,269694,267410,260925,259207,257596,257647,258408,258333,0.027389841884872663,0.17469700321111764,0.7979131549040097,15012,218,689,202,1530,3382,6181,11.7,10.6,10.9,10.3,17.5,10.5
14730,2117.498,3026.77,3455.174,3822.468,3888.512,3909.303,4048.268,3749.139,3792.391,3821.92,3858.729,3948.038,3843.047,3914.056,4095.435,4346.65,4272.956,4410.097,4499.773,4556.395,4658.894,4738.065,4858.78,5128.435,2052.011,1974.52,1935.322,1959.976,1946.167,1877.213,1889.777,1951.275,2051.965,2091.159,2174.591,2249.895,2352.688,2436.505,2490.581,2618.709,2733.056,208661,206223,200062,198629,197346,197042,197605,198063,0.029319215569308776,0.15801953620162554,0.8126612482290657,13542,323,556,168,1310,2761,5527,13.4,12.1,12,12.2,21.8,10.9
15001,1182.165,1455.077,1663.797,1726.114,1795.279,1774.686,1815.639,1717.661,1772.334,1882.725,1829.589,1811.01,1881.595,1959.926,1972.922,2069.793,2097.351,2068.462,2188.155,2236.402,2227.443,2298.314,2343.882,2390.966,1098.95,1098.697,1100.366,1108.23,1067.157,1055.2,1098.786,1098.205,1128.372,1160.72,1202.631,1247.097,1278.538,1245.895,1285.698,1336.417,1378.337,87764,86906,85488,84606,83616,83061,82919,82505,0.03188422643263978,0.10935720097640358,0.8587585725909567,5447,166,257,58,485,1156,2039,13.6,12.5,13,12.1,23.7,11.3
15002,4015.645,5481.739,5407.436,5655.642,5633.806,5467.254,5568.055,5212.112,5291.568,5535.185,5453.449,5681.518,5511.849,5528.087,5496.485,5593.699,5718.844,5834.455,5980.668,6167.326,6236.28,6337.161,6674.024,6890.511,3292.795,3250.434,3212.293,3186.162,3278.724,3175.578,3141.307,3117.501,3207.66,3335.175,3425.321,3490.869,3637.701,3706.869,3775.977,4008.371,4152.805,232323,232963,230494,231440,231565,232470,236991,238005,0.03820591482546595,0.09059449363525679,0.8711995915392773,13467,923,618,152,1297,2282,5008,13,12.1,13,11.1,25.6,10.6
