,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arbeitslose nach Gemeinden     Jahreszahlen 2012
09274, Landshut,"2,039 ",52 ,231 ,761 ,511 ,203 ,6 ,18 ,50 ,30 ,"1,307 ",40 ,188 ,539 ,392 ,104 ,4 ,13 ,23 ,14 ,732 ,12 ,44 ,222 ,119 ,98 ,2 ,5 ,27 ,16 
09274111, Adlkofen,45 ,1 ,5 ,23 ,16 ,3 ,0 ,0 ,1 ,0 ,35 ,1 ,4 ,19 ,14 ,3 ,0 ,0 ,1 ,0 ,9 ,0 ,1 ,4 ,2 ,0 ,0 ,0 ,0 ,0 
09274112, Aham,24 ,1 ,4 ,10 ,6 ,2 ,0 ,0 ,1 ,0 ,18 ,1 ,3 ,8 ,6 ,1 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,1 ,0 ,1 ,0 ,0 ,1 ,0 
09274113," Altdorf, Markt",178 ,5 ,19 ,54 ,36 ,33 ,1 ,4 ,8 ,6 ,98 ,3 ,12 ,35 ,26 ,14 ,0 ,1 ,3 ,2 ,80 ,2 ,6 ,19 ,10 ,19 ,1 ,3 ,5 ,3 
09274114, Altfraunhofen,21 ,0 ,3 ,8 ,6 ,3 ,0 ,0 ,0 ,0 ,19 ,0 ,3 ,7 ,5 ,2 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 
09274118, Baierbach,6 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
09274119, Bayerbach b.Ergoldsbach,15 ,0 ,2 ,8 ,7 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,2 ,6 ,6 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
09274120, Bodenkirchen,65 ,2 ,7 ,30 ,22 ,4 ,0 ,0 ,1 ,0 ,44 ,1 ,6 ,22 ,18 ,2 ,0 ,0 ,1 ,0 ,21 ,0 ,1 ,8 ,4 ,2 ,0 ,0 ,0 ,0 
09274121, Buch a.Erlbach,30 ,1 ,3 ,14 ,9 ,1 ,0 ,0 ,0 ,0 ,26 ,1 ,2 ,13 ,9 ,1 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
09274124, Eching,32 ,1 ,5 ,12 ,6 ,1 ,0 ,0 ,0 ,0 ,24 ,1 ,5 ,10 ,5 ,1 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
09274126," Ergolding, Markt",161 ,5 ,18 ,56 ,41 ,20 ,0 ,3 ,4 ,2 ,101 ,3 ,14 ,36 ,28 ,8 ,0 ,2 ,1 ,0 ,60 ,2 ,4 ,20 ,13 ,11 ,0 ,1 ,3 ,1 
09274127," Ergoldsbach, Markt",120 ,4 ,14 ,37 ,25 ,9 ,0 ,1 ,2 ,2 ,65 ,4 ,12 ,23 ,17 ,6 ,0 ,1 ,1 ,1 ,56 ,1 ,2 ,15 ,8 ,4 ,0 ,0 ,1 ,1 
09274128," Essenbach, Markt",133 ,2 ,14 ,46 ,30 ,10 ,0 ,1 ,2 ,1 ,88 ,2 ,12 ,34 ,25 ,7 ,0 ,1 ,2 ,1 ,45 ,0 ,2 ,12 ,5 ,2 ,0 ,0 ,0 ,0 
09274132, Furth,46 ,1 ,6 ,18 ,12 ,2 ,0 ,0 ,0 ,0 ,37 ,1 ,6 ,16 ,10 ,2 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 
09274134," Geisenhausen, Markt",88 ,4 ,14 ,27 ,19 ,8 ,1 ,1 ,2 ,2 ,60 ,2 ,10 ,20 ,15 ,4 ,1 ,1 ,2 ,2 ,28 ,1 ,4 ,7 ,3 ,3 ,0 ,0 ,0 ,0 
09274135, Gerzen,24 ,1 ,3 ,7 ,4 ,2 ,0 ,0 ,0 ,0 ,17 ,1 ,3 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,1 ,0 ,2 ,0 ,0 ,0 ,0 
09274141, Hohenthann,46 ,1 ,3 ,22 ,15 ,6 ,0 ,0 ,2 ,1 ,33 ,1 ,3 ,16 ,12 ,4 ,0 ,0 ,1 ,1 ,13 ,0 ,1 ,6 ,3 ,1 ,0 ,0 ,1 ,0 
09274145, Kröning,16 ,0 ,1 ,4 ,3 ,1 ,0 ,0 ,0 ,0 ,12 ,0 ,1 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
09274146, Kumhausen,61 ,1 ,7 ,22 ,15 ,7 ,0 ,0 ,1 ,1 ,41 ,1 ,5 ,17 ,12 ,3 ,0 ,0 ,1 ,0 ,20 ,0 ,2 ,5 ,2 ,4 ,0 ,0 ,0 ,0 
09274153, Neufahrn i.NB,69 ,2 ,8 ,30 ,18 ,5 ,0 ,0 ,2 ,1 ,40 ,1 ,6 ,19 ,12 ,3 ,0 ,0 ,0 ,0 ,29 ,1 ,2 ,10 ,6 ,2 ,0 ,0 ,2 ,1 
09274154, Neufraunhofen,13 ,1 ,1 ,8 ,4 ,0 ,0 ,0 ,0 ,0 ,12 ,1 ,1 ,7 ,4 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
09274156, Niederaichbach,46 ,2 ,4 ,21 ,15 ,5 ,0 ,0 ,2 ,1 ,33 ,2 ,3 ,16 ,11 ,3 ,0 ,0 ,1 ,1 ,13 ,0 ,1 ,5 ,4 ,2 ,0 ,0 ,0 ,0 
09274165, Obersüßbach,23 ,0 ,3 ,9 ,5 ,1 ,0 ,0 ,0 ,0 ,17 ,0 ,3 ,5 ,2 ,1 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,4 ,3 ,0 ,0 ,0 ,0 ,0 
09274172," Pfeffenhausen, Markt",73 ,1 ,7 ,28 ,16 ,8 ,0 ,0 ,2 ,0 ,40 ,1 ,6 ,14 ,8 ,3 ,0 ,0 ,0 ,0 ,34 ,0 ,1 ,14 ,7 ,5 ,0 ,0 ,2 ,0 
09274174, Postau,20 ,0 ,3 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,16 ,0 ,2 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
09274176," Rottenburg a.d.Laaber, Stadt",127 ,3 ,14 ,45 ,30 ,11 ,0 ,0 ,2 ,1 ,67 ,1 ,8 ,29 ,20 ,6 ,0 ,0 ,1 ,0 ,60 ,1 ,5 ,16 ,10 ,5 ,0 ,0 ,1 ,1 
09274179, Schalkham,5 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
09274182, Tiefenbach,40 ,2 ,5 ,17 ,12 ,3 ,0 ,0 ,1 ,0 ,33 ,2 ,5 ,12 ,10 ,2 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,5 ,2 ,1 ,0 ,0 ,1 ,0 
09274183," Velden, Markt",100 ,2 ,12 ,37 ,24 ,6 ,0 ,1 ,2 ,2 ,64 ,2 ,10 ,24 ,18 ,4 ,0 ,1 ,1 ,0 ,36 ,1 ,2 ,13 ,6 ,2 ,0 ,0 ,2 ,2 
09274184," Vilsbiburg, Stadt",234 ,5 ,24 ,84 ,55 ,41 ,2 ,4 ,10 ,7 ,114 ,4 ,18 ,51 ,40 ,16 ,1 ,3 ,4 ,2 ,121 ,1 ,6 ,32 ,15 ,24 ,1 ,1 ,6 ,5 
09274185, Vilsheim,23 ,1 ,4 ,7 ,5 ,0 ,0 ,0 ,0 ,0 ,20 ,1 ,3 ,7 ,5 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
09274187, Weihmichl,28 ,0 ,3 ,14 ,8 ,2 ,0 ,0 ,0 ,0 ,21 ,0 ,3 ,11 ,6 ,1 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,3 ,2 ,1 ,0 ,0 ,0 ,0 
09274188, Weng,19 ,0 ,1 ,10 ,7 ,1 ,0 ,0 ,0 ,0 ,12 ,0 ,1 ,7 ,5 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
09274191, Wörth a.d.Isar,31 ,1 ,3 ,11 ,8 ,5 ,0 ,0 ,2 ,2 ,24 ,1 ,3 ,9 ,5 ,2 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,3 ,3 ,2 ,0 ,0 ,2 ,2 
09274193, Wurmsham,19 ,0 ,2 ,10 ,8 ,0 ,0 ,0 ,0 ,0 ,15 ,0 ,2 ,9 ,7 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
09274194, Bruckberg,57 ,1 ,6 ,25 ,16 ,3 ,0 ,0 ,1 ,0 ,43 ,1 ,6 ,21 ,15 ,1 ,0 ,0 ,0 ,0 ,13 ,0 ,0 ,5 ,1 ,2 ,0 ,0 ,1 ,0 
09275, Passau,"3,828 ",90 ,405 ,"1,486 ",969 ,275 ,6 ,17 ,88 ,56 ,"2,207 ",57 ,288 ,929 ,668 ,113 ,2 ,8 ,44 ,33 ,"1,621 ",34 ,117 ,558 ,301 ,162 ,5 ,9 ,44 ,24 
09275111, Aicha vorm Wald,54 ,2 ,6 ,25 ,15 ,2 ,0 ,0 ,1 ,1 ,36 ,1 ,5 ,17 ,10 ,1 ,0 ,0 ,0 ,0 ,17 ,1 ,2 ,8 ,5 ,0 ,0 ,0 ,0 ,0 
09275112," Aidenbach, Markt",78 ,2 ,5 ,32 ,14 ,6 ,0 ,0 ,0 ,0 ,28 ,0 ,2 ,11 ,7 ,1 ,0 ,0 ,0 ,0 ,50 ,1 ,2 ,21 ,7 ,5 ,0 ,0 ,0 ,0 
09275114, Aldersbach,65 ,2 ,7 ,24 ,17 ,1 ,0 ,0 ,0 ,0 ,31 ,1 ,3 ,12 ,8 ,0 ,0 ,0 ,0 ,0 ,34 ,1 ,3 ,12 ,9 ,0 ,0 ,0 ,0 ,0 
09275116, Bad Füssing,133 ,2 ,11 ,64 ,49 ,23 ,0 ,1 ,9 ,6 ,84 ,2 ,9 ,43 ,35 ,12 ,0 ,1 ,6 ,4 ,49 ,1 ,2 ,21 ,14 ,11 ,0 ,0 ,3 ,2 
09275117, Beutelsbach,19 ,0 ,1 ,8 ,5 ,2 ,0 ,0 ,1 ,1 ,13 ,0 ,1 ,6 ,3 ,1 ,0 ,0 ,1 ,1 ,6 ,0 ,0 ,3 ,2 ,1 ,0 ,0 ,0 ,0 
09275118, Breitenberg,38 ,0 ,3 ,19 ,13 ,2 ,0 ,0 ,1 ,1 ,29 ,0 ,3 ,15 ,11 ,1 ,0 ,0 ,0 ,0 ,9 ,0 ,0 ,4 ,2 ,2 ,0 ,0 ,1 ,1 
09275119, Büchlberg,73 ,1 ,7 ,24 ,16 ,3 ,0 ,0 ,2 ,1 ,54 ,1 ,7 ,22 ,13 ,3 ,0 ,0 ,2 ,1 ,20 ,0 ,0 ,3 ,2 ,1 ,0 ,0 ,0 ,0 
09275120," Eging a.See, Markt",104 ,4 ,15 ,34 ,23 ,6 ,0 ,0 ,2 ,1 ,61 ,2 ,9 ,22 ,15 ,1 ,0 ,0 ,0 ,0 ,43 ,2 ,6 ,12 ,8 ,5 ,0 ,0 ,2 ,1 
09275121, Fürstenstein,95 ,2 ,9 ,34 ,20 ,2 ,0 ,0 ,0 ,0 ,65 ,1 ,6 ,28 ,17 ,2 ,0 ,0 ,0 ,0 ,30 ,1 ,2 ,6 ,4 ,0 ,0 ,0 ,0 ,0 
09275122," Fürstenzell, Markt",122 ,4 ,17 ,46 ,32 ,12 ,1 ,1 ,3 ,3 ,70 ,3 ,13 ,25 ,19 ,4 ,0 ,0 ,1 ,1 ,52 ,1 ,4 ,20 ,12 ,8 ,0 ,1 ,2 ,2 
09275124," Bad Griesbach i.Rottal, Stadt",191 ,4 ,16 ,76 ,52 ,15 ,0 ,1 ,4 ,4 ,101 ,2 ,12 ,43 ,33 ,7 ,0 ,0 ,2 ,2 ,90 ,1 ,4 ,33 ,19 ,9 ,0 ,1 ,2 ,2 
09275125, Haarbach,39 ,2 ,4 ,13 ,9 ,0 ,0 ,0 ,0 ,0 ,30 ,2 ,3 ,11 ,9 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
09275126," Hauzenberg, Stadt",188 ,5 ,22 ,59 ,34 ,12 ,1 ,2 ,2 ,1 ,121 ,4 ,17 ,43 ,28 ,4 ,0 ,1 ,1 ,0 ,68 ,1 ,5 ,16 ,6 ,8 ,0 ,1 ,1 ,0 
09275127," Hofkirchen, Markt",79 ,2 ,10 ,29 ,20 ,2 ,0 ,0 ,1 ,1 ,38 ,1 ,7 ,15 ,13 ,1 ,0 ,0 ,1 ,0 ,40 ,1 ,3 ,14 ,7 ,1 ,0 ,0 ,0 ,0 
09275128," Hutthurm, Markt",104 ,3 ,13 ,41 ,21 ,1 ,0 ,0 ,0 ,0 ,74 ,2 ,9 ,29 ,17 ,1 ,0 ,0 ,0 ,0 ,30 ,1 ,4 ,12 ,4 ,0 ,0 ,0 ,0 ,0 
09275130, Kirchham,62 ,0 ,3 ,30 ,19 ,3 ,0 ,0 ,3 ,2 ,34 ,0 ,3 ,16 ,10 ,1 ,0 ,0 ,0 ,0 ,27 ,0 ,1 ,14 ,9 ,2 ,0 ,0 ,2 ,2 
09275131," Kößlarn, Markt",47 ,0 ,4 ,20 ,15 ,4 ,0 ,0 ,2 ,2 ,26 ,0 ,3 ,12 ,10 ,2 ,0 ,0 ,1 ,1 ,22 ,0 ,1 ,7 ,5 ,2 ,0 ,0 ,1 ,0 
09275132, Malching,18 ,1 ,1 ,7 ,5 ,1 ,0 ,0 ,1 ,0 ,14 ,0 ,1 ,5 ,3 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,2 ,1 ,1 ,0 ,0 ,1 ,0 
09275133, Neuburg a.Inn,70 ,2 ,9 ,30 ,24 ,6 ,0 ,1 ,1 ,1 ,50 ,1 ,7 ,22 ,17 ,1 ,0 ,0 ,0 ,0 ,20 ,1 ,1 ,8 ,6 ,4 ,0 ,0 ,1 ,1 
09275134, Neuhaus a.Inn,62 ,2 ,7 ,22 ,16 ,12 ,1 ,1 ,5 ,3 ,42 ,1 ,5 ,17 ,14 ,9 ,0 ,1 ,4 ,3 ,21 ,0 ,2 ,4 ,2 ,4 ,0 ,0 ,1 ,0 
09275135, Neukirchen vorm Wald,58 ,2 ,8 ,19 ,12 ,0 ,0 ,0 ,0 ,0 ,38 ,2 ,6 ,14 ,9 ,0 ,0 ,0 ,0 ,0 ,19 ,0 ,2 ,5 ,3 ,0 ,0 ,0 ,0 ,0 
09275137," Obernzell, Markt",84 ,0 ,5 ,41 ,31 ,12 ,0 ,0 ,2 ,2 ,49 ,0 ,4 ,26 ,23 ,4 ,0 ,0 ,1 ,1 ,35 ,0 ,1 ,15 ,8 ,7 ,0 ,0 ,1 ,1 
09275138," Ortenburg, Markt",144 ,2 ,15 ,67 ,44 ,7 ,0 ,0 ,4 ,2 ,85 ,1 ,8 ,43 ,32 ,5 ,0 ,0 ,3 ,2 ,58 ,1 ,7 ,24 ,12 ,2 ,0 ,0 ,1 ,0 
09275141," Pocking, Stadt",426 ,9 ,39 ,185 ,130 ,43 ,1 ,2 ,16 ,9 ,214 ,4 ,24 ,102 ,77 ,11 ,0 ,0 ,6 ,5 ,212 ,5 ,14 ,84 ,52 ,32 ,1 ,2 ,11 ,4 
09275143," Rotthalmünster, Markt",102 ,2 ,11 ,39 ,29 ,4 ,0 ,0 ,1 ,0 ,59 ,1 ,8 ,24 ,18 ,2 ,0 ,0 ,1 ,0 ,42 ,1 ,3 ,15 ,11 ,2 ,0 ,0 ,0 ,0 
09275144, Ruderting,50 ,0 ,7 ,17 ,12 ,2 ,0 ,0 ,0 ,0 ,38 ,0 ,6 ,14 ,10 ,1 ,0 ,0 ,0 ,0 ,12 ,0 ,1 ,3 ,1 ,1 ,0 ,0 ,0 ,0 
09275145," Ruhstorf a.d.Rott, Markt",130 ,2 ,9 ,55 ,38 ,8 ,0 ,0 ,2 ,2 ,70 ,2 ,7 ,34 ,26 ,3 ,0 ,0 ,2 ,1 ,60 ,0 ,2 ,21 ,12 ,5 ,0 ,0 ,1 ,1 
09275146, Salzweg,120 ,3 ,12 ,37 ,23 ,9 ,0 ,0 ,3 ,2 ,72 ,2 ,9 ,27 ,18 ,4 ,0 ,0 ,2 ,2 ,49 ,1 ,3 ,10 ,5 ,5 ,0 ,0 ,1 ,1 
09275148, Sonnen,28 ,1 ,2 ,16 ,11 ,1 ,0 ,0 ,0 ,0 ,18 ,0 ,2 ,10 ,7 ,1 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,6 ,4 ,0 ,0 ,0 ,0 ,0 
09275149, Tettenweis,29 ,1 ,2 ,14 ,9 ,2 ,0 ,0 ,1 ,0 ,18 ,1 ,2 ,9 ,7 ,1 ,0 ,0 ,0 ,0 ,11 ,0 ,1 ,5 ,2 ,2 ,0 ,0 ,0 ,0 
09275150, Thyrnau,60 ,3 ,6 ,22 ,17 ,4 ,0 ,0 ,2 ,2 ,43 ,1 ,4 ,17 ,14 ,2 ,0 ,0 ,0 ,0 ,17 ,2 ,2 ,5 ,3 ,2 ,0 ,0 ,2 ,2 
09275151, Tiefenbach,109 ,3 ,14 ,43 ,29 ,5 ,0 ,0 ,2 ,1 ,72 ,2 ,13 ,29 ,21 ,3 ,0 ,0 ,1 ,1 ,38 ,1 ,2 ,14 ,8 ,2 ,0 ,0 ,1 ,0 
09275152," Tittling, Markt",104 ,6 ,17 ,39 ,19 ,5 ,0 ,0 ,1 ,0 ,62 ,4 ,11 ,27 ,16 ,2 ,0 ,0 ,0 ,0 ,42 ,2 ,6 ,12 ,4 ,4 ,0 ,0 ,0 ,0 
09275153," Untergriesbach, Markt",95 ,4 ,14 ,31 ,23 ,3 ,0 ,0 ,2 ,2 ,57 ,3 ,11 ,19 ,16 ,2 ,0 ,0 ,1 ,1 ,38 ,1 ,3 ,12 ,7 ,2 ,0 ,0 ,1 ,1 
09275154," Vilshofen an der Donau, Stadt",463 ,10 ,52 ,150 ,79 ,42 ,1 ,3 ,12 ,4 ,186 ,5 ,29 ,68 ,43 ,14 ,0 ,1 ,5 ,3 ,278 ,5 ,23 ,82 ,36 ,28 ,0 ,2 ,7 ,2 
09275156," Wegscheid, Markt",60 ,3 ,6 ,31 ,17 ,5 ,0 ,0 ,2 ,2 ,44 ,3 ,6 ,21 ,14 ,3 ,0 ,0 ,2 ,2 ,16 ,0 ,0 ,10 ,3 ,2 ,0 ,0 ,0 ,0 
09275159," Windorf, Markt",91 ,1 ,14 ,28 ,19 ,7 ,0 ,1 ,1 ,1 ,55 ,1 ,11 ,18 ,14 ,4 ,0 ,1 ,1 ,1 ,36 ,0 ,3 ,10 ,6 ,3 ,0 ,0 ,0 ,0 
09275160, Witzmannsberg,34 ,1 ,3 ,16 ,11 ,1 ,0 ,0 ,0 ,0 ,27 ,1 ,3 ,13 ,10 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,3 ,1 ,1 ,0 ,0 ,0 ,0 
09276, Regen,"1,552 ",28 ,140 ,581 ,358 ,86 ,1 ,3 ,22 ,13 ,864 ,17 ,102 ,336 ,225 ,23 ,0 ,1 ,5 ,3 ,688 ,10 ,38 ,245 ,133 ,62 ,1 ,2 ,17 ,10 
09276111, Achslach,19 ,0 ,1 ,9 ,6 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,1 ,5 ,5 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,0 ,0 
09276113, Arnbruck,33 ,1 ,4 ,10 ,4 ,0 ,0 ,0 ,0 ,0 ,25 ,0 ,4 ,7 ,4 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,3 ,0 ,0 ,0 ,0 ,0 ,0 
09276115, Bayerisch Eisenstein,26 ,0 ,1 ,13 ,7 ,4 ,0 ,0 ,2 ,1 ,11 ,0 ,1 ,4 ,2 ,1 ,0 ,0 ,0 ,0 ,16 ,0 ,0 ,9 ,6 ,2 ,0 ,0 ,1 ,1 
09276116, Bischofsmais,54 ,0 ,3 ,23 ,15 ,4 ,0 ,0 ,1 ,1 ,41 ,0 ,3 ,17 ,11 ,2 ,0 ,0 ,1 ,0 ,13 ,0 ,0 ,5 ,4 ,2 ,0 ,0 ,1 ,1 
09276117," Bodenmais, Markt",66 ,1 ,7 ,24 ,17 ,6 ,0 ,1 ,2 ,0 ,46 ,0 ,6 ,19 ,14 ,2 ,0 ,0 ,0 ,0 ,20 ,0 ,1 ,5 ,3 ,4 ,0 ,0 ,2 ,0 
09276118, Böbrach,32 ,0 ,2 ,17 ,12 ,1 ,0 ,0 ,0 ,0 ,20 ,0 ,1 ,11 ,8 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,1 ,6 ,3 ,1 ,0 ,0 ,0 ,0 
09276120, Drachselsried,52 ,1 ,4 ,20 ,12 ,0 ,0 ,0 ,0 ,0 ,35 ,1 ,4 ,14 ,9 ,0 ,0 ,0 ,0 ,0 ,17 ,0 ,0 ,7 ,3 ,0 ,0 ,0 ,0 ,0 
09276121, Frauenau,46 ,0 ,3 ,20 ,13 ,4 ,0 ,0 ,2 ,1 ,26 ,0 ,3 ,11 ,7 ,1 ,0 ,0 ,0 ,0 ,20 ,0 ,1 ,9 ,6 ,3 ,0 ,0 ,1 ,1 
09276122, Geiersthal,38 ,1 ,4 ,16 ,13 ,1 ,0 ,0 ,0 ,0 ,25 ,1 ,4 ,11 ,8 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,1 ,6 ,5 ,1 ,0 ,0 ,0 ,0 
09276123, Gotteszell,23 ,1 ,2 ,8 ,7 ,0 ,0 ,0 ,0 ,0 ,16 ,0 ,1 ,5 ,5 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
09276126, Kirchberg i.Wald,78 ,2 ,8 ,28 ,17 ,3 ,0 ,0 ,1 ,1 ,57 ,2 ,7 ,22 ,15 ,0 ,0 ,0 ,0 ,0 ,21 ,0 ,1 ,6 ,2 ,3 ,0 ,0 ,1 ,1 
09276127, Kirchdorf i.Wald,34 ,0 ,2 ,15 ,8 ,0 ,0 ,0 ,0 ,0 ,23 ,0 ,2 ,9 ,5 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,0 ,5 ,3 ,0 ,0 ,0 ,0 ,0 
09276128, Kollnburg,51 ,0 ,6 ,20 ,12 ,2 ,0 ,0 ,1 ,1 ,37 ,0 ,5 ,14 ,7 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,1 ,6 ,5 ,1 ,0 ,0 ,1 ,1 
09276129, Langdorf,26 ,0 ,2 ,11 ,7 ,0 ,0 ,0 ,0 ,0 ,18 ,0 ,2 ,7 ,6 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
09276130, Lindberg,38 ,1 ,2 ,20 ,12 ,1 ,0 ,0 ,1 ,1 ,25 ,0 ,2 ,13 ,9 ,1 ,0 ,0 ,0 ,0 ,12 ,0 ,0 ,6 ,4 ,0 ,0 ,0 ,0 ,0 
09276134, Patersdorf,29 ,2 ,4 ,11 ,8 ,0 ,0 ,0 ,0 ,0 ,23 ,1 ,4 ,9 ,7 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
09276135, Prackenbach,51 ,1 ,6 ,15 ,9 ,1 ,0 ,0 ,0 ,0 ,34 ,1 ,4 ,10 ,5 ,0 ,0 ,0 ,0 ,0 ,17 ,0 ,2 ,5 ,4 ,1 ,0 ,0 ,0 ,0 
09276138," Regen, Stadt",250 ,5 ,20 ,83 ,47 ,18 ,0 ,1 ,0 ,0 ,102 ,2 ,12 ,37 ,23 ,3 ,0 ,0 ,0 ,0 ,148 ,3 ,8 ,47 ,24 ,14 ,0 ,0 ,0 ,0 
09276139, Rinchnach,42 ,1 ,4 ,19 ,11 ,0 ,0 ,0 ,0 ,0 ,31 ,1 ,4 ,13 ,9 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,0 ,6 ,2 ,0 ,0 ,0 ,0 ,0 
09276142," Ruhmannsfelden, Markt",53 ,1 ,3 ,21 ,12 ,2 ,0 ,0 ,0 ,0 ,25 ,0 ,3 ,9 ,6 ,0 ,0 ,0 ,0 ,0 ,28 ,0 ,1 ,12 ,5 ,1 ,0 ,0 ,0 ,0 
09276143," Teisnach, Markt",57 ,2 ,7 ,24 ,15 ,7 ,0 ,1 ,2 ,0 ,33 ,1 ,5 ,12 ,8 ,1 ,0 ,0 ,0 ,0 ,24 ,0 ,2 ,11 ,7 ,6 ,0 ,1 ,2 ,0 
09276144," Viechtach, Stadt",164 ,4 ,18 ,61 ,37 ,7 ,0 ,0 ,2 ,2 ,82 ,2 ,12 ,32 ,23 ,2 ,0 ,0 ,0 ,0 ,83 ,2 ,6 ,29 ,14 ,5 ,0 ,0 ,2 ,2 
09276146, Zachenberg,28 ,0 ,2 ,10 ,7 ,0 ,0 ,0 ,0 ,0 ,21 ,0 ,2 ,7 ,6 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
09276148," Zwiesel, Stadt",262 ,4 ,22 ,84 ,50 ,24 ,0 ,0 ,7 ,4 ,97 ,1 ,10 ,36 ,24 ,6 ,0 ,0 ,2 ,2 ,165 ,2 ,12 ,48 ,27 ,18 ,0 ,0 ,5 ,2 
09277, Rottal-Inn,"2,034 ",76 ,271 ,707 ,427 ,232 ,5 ,21 ,54 ,26 ,"1,057 ",43 ,181 ,400 ,287 ,87 ,2 ,13 ,20 ,11 ,977 ,33 ,90 ,307 ,141 ,145 ,3 ,8 ,35 ,15 
09277111," Arnstorf, Markt",98 ,3 ,12 ,34 ,18 ,17 ,0 ,2 ,3 ,1 ,44 ,2 ,8 ,16 ,11 ,9 ,0 ,2 ,3 ,1 ,54 ,2 ,4 ,18 ,7 ,8 ,0 ,0 ,0 ,0 
09277112, Bayerbach,31 ,1 ,3 ,12 ,6 ,1 ,0 ,0 ,0 ,0 ,22 ,1 ,3 ,8 ,4 ,1 ,0 ,0 ,0 ,0 ,9 ,0 ,1 ,4 ,2 ,0 ,0 ,0 ,0 ,0 
09277113," Bad Birnbach, Markt",103 ,1 ,11 ,39 ,22 ,5 ,0 ,0 ,2 ,1 ,60 ,1 ,9 ,24 ,18 ,2 ,0 ,0 ,0 ,0 ,43 ,0 ,2 ,15 ,4 ,3 ,0 ,0 ,2 ,1 
09277114, Dietersburg,38 ,2 ,7 ,19 ,14 ,1 ,0 ,0 ,1 ,1 ,28 ,2 ,6 ,12 ,10 ,1 ,0 ,0 ,1 ,1 ,10 ,0 ,1 ,7 ,4 ,0 ,0 ,0 ,0 ,0 
