,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arbeitslose nach Gemeinden     Jahreszahlen 2012
01051110, Süderhastedt,17 ,1 ,3 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,2 ,2 ,2 ,0 ,0 ,0 ,0 ,0 
01051113, Wöhrden,42 ,0 ,4 ,15 ,8 ,3 ,0 ,0 ,1 ,1 ,18 ,0 ,2 ,9 ,6 ,1 ,0 ,0 ,0 ,0 ,23 ,0 ,2 ,6 ,2 ,2 ,0 ,0 ,1 ,1 
01051114, Tellingstedt,86 ,2 ,11 ,23 ,12 ,2 ,0 ,0 ,1 ,0 ,31 ,1 ,5 ,11 ,8 ,1 ,0 ,0 ,1 ,0 ,56 ,1 ,6 ,12 ,5 ,1 ,0 ,0 ,0 ,0 
01051117, Tielenhemme,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01051118, Trennewurth,4 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
01051119, Volsemenhusen,7 ,0 ,0 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
01051120, Wallen,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01051121, Warwerort,9 ,0 ,0 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
01051122, Weddingstedt,60 ,3 ,8 ,19 ,11 ,1 ,0 ,0 ,0 ,0 ,25 ,1 ,4 ,11 ,8 ,0 ,0 ,0 ,0 ,0 ,35 ,2 ,3 ,7 ,3 ,1 ,0 ,0 ,0 ,0 
01051125, Welmbüttel,18 ,1 ,2 ,4 ,2 ,1 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,0 
01051126, Wennbüttel,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01051127," Wesselburen, Stadt",154 ,5 ,24 ,41 ,21 ,9 ,0 ,2 ,1 ,0 ,41 ,1 ,4 ,17 ,9 ,3 ,0 ,1 ,1 ,0 ,113 ,4 ,20 ,24 ,11 ,6 ,0 ,2 ,0 ,0 
01051128, Wesselburener Deichhausen,4 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01051129, Wesselburenerkoog,2 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
01051130, Wesseln,20 ,0 ,4 ,5 ,2 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,2 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,2 ,3 ,0 ,0 ,0 ,0 ,0 ,0 
01051131, Westerborstel,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01051132, Westerdeichstrich,30 ,0 ,4 ,9 ,7 ,0 ,0 ,0 ,0 ,0 ,17 ,0 ,2 ,8 ,6 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
01051133, Wiemerstedt,2 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01051134, Windbergen,26 ,2 ,8 ,4 ,1 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,19 ,2 ,6 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
01051135, Wolmersdorf,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01051136, Wrohm,25 ,1 ,3 ,8 ,6 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,15 ,1 ,2 ,4 ,3 ,0 ,0 ,0 ,0 ,0 
01051137, Nordermeldorf,20 ,0 ,2 ,6 ,5 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 
01051138, Tensbüttel-Röst,15 ,1 ,3 ,6 ,6 ,1 ,0 ,1 ,0 ,0 ,6 ,0 ,1 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,9 ,1 ,2 ,3 ,3 ,1 ,0 ,1 ,0 ,0 
01051139, Süderdorf,4 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
01051140, Oesterwurth,7 ,0 ,1 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
01051141, Süderheistedt,14 ,0 ,2 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
01053, Herzogtum Lauenburg,"6,059 ",154 ,706 ,"1,825 ","1,048 ",752 ,23 ,68 ,155 ,76 ,"1,860 ",45 ,277 ,722 ,506 ,103 ,4 ,15 ,29 ,19 ,"4,200 ",109 ,429 ,"1,103 ",542 ,648 ,18 ,52 ,126 ,57 
01053001, Albsfelde,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053002, Alt Mölln,18 ,1 ,3 ,8 ,3 ,1 ,0 ,0 ,0 ,0 ,10 ,1 ,2 ,5 ,3 ,1 ,0 ,0 ,0 ,0 ,9 ,0 ,1 ,4 ,0 ,0 ,0 ,0 ,0 ,0 
01053003, Aumühle,40 ,0 ,2 ,12 ,6 ,4 ,0 ,0 ,2 ,0 ,20 ,0 ,2 ,7 ,3 ,2 ,0 ,0 ,1 ,0 ,19 ,0 ,1 ,6 ,3 ,3 ,0 ,0 ,1 ,0 
01053004, Bäk,15 ,1 ,2 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
01053005, Bälau,7 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
01053006, Basedow,25 ,1 ,2 ,10 ,9 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,1 ,6 ,5 ,0 ,0 ,0 ,0 ,0 ,14 ,1 ,2 ,4 ,4 ,0 ,0 ,0 ,0 ,0 
01053007, Basthorst,8 ,0 ,0 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
01053008, Behlendorf,6 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
01053009, Berkenthin,40 ,1 ,2 ,10 ,7 ,1 ,0 ,0 ,0 ,0 ,14 ,0 ,1 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,26 ,0 ,1 ,5 ,3 ,1 ,0 ,0 ,0 ,0 
01053010, Besenthal,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053011, Bliestorf,5 ,0 ,2 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,3 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
01053012, Börnsen,80 ,1 ,8 ,27 ,16 ,8 ,0 ,0 ,0 ,0 ,35 ,0 ,3 ,14 ,10 ,3 ,0 ,0 ,0 ,0 ,45 ,1 ,4 ,14 ,6 ,6 ,0 ,0 ,0 ,0 
01053013, Borstorf,4 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053014, Breitenfelde,51 ,1 ,5 ,16 ,9 ,2 ,0 ,0 ,1 ,1 ,16 ,0 ,3 ,7 ,5 ,1 ,0 ,0 ,1 ,1 ,35 ,1 ,2 ,9 ,4 ,1 ,0 ,0 ,1 ,0 
01053015, Bröthen,6 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 
01053016, Brunsmark,5 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
01053017, Brunstorf,14 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053018, Buchholz,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053019, Buchhorst,3 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053020, Büchen,172 ,5 ,23 ,44 ,26 ,11 ,0 ,2 ,2 ,1 ,56 ,1 ,8 ,22 ,15 ,1 ,0 ,0 ,0 ,0 ,116 ,4 ,15 ,22 ,10 ,9 ,0 ,2 ,2 ,1 
01053021, Dahmker,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053022, Dalldorf,10 ,0 ,3 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,2 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053023, Dassendorf,58 ,1 ,7 ,24 ,12 ,1 ,0 ,0 ,1 ,0 ,32 ,0 ,5 ,14 ,11 ,0 ,0 ,0 ,0 ,0 ,25 ,0 ,2 ,10 ,1 ,1 ,0 ,0 ,0 ,0 
01053024, Düchelsdorf,2 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
01053025, Duvensee,10 ,0 ,1 ,4 ,2 ,1 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 
01053026, Einhaus,7 ,0 ,1 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
01053027, Elmenhorst,20 ,1 ,3 ,7 ,2 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,2 ,3 ,1 ,0 ,0 ,0 ,0 ,0 
01053028, Escheburg,65 ,1 ,6 ,22 ,14 ,6 ,0 ,0 ,0 ,0 ,37 ,1 ,3 ,15 ,11 ,1 ,0 ,0 ,0 ,0 ,28 ,0 ,3 ,7 ,3 ,4 ,0 ,0 ,0 ,0 
01053029, Fitzen,6 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053031, Fuhlenhagen,3 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053032," Geesthacht, Stadt","1,405 ",39 ,169 ,396 ,214 ,285 ,8 ,23 ,60 ,29 ,337 ,10 ,62 ,126 ,85 ,31 ,1 ,6 ,8 ,5 ,"1,068 ",30 ,107 ,270 ,129 ,254 ,7 ,17 ,52 ,24 
01053033, Giesensdorf,4 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
01053034, Göldenitz,3 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053035, Göttin,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053036, Grabau,6 ,0 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
01053037, Grambek,6 ,0 ,0 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
01053038, Grinau,3 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053039, Groß Boden,7 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
01053040, Groß Disnack,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053041, Groß Grönau,52 ,1 ,3 ,21 ,16 ,4 ,0 ,0 ,1 ,1 ,26 ,0 ,2 ,10 ,8 ,2 ,0 ,0 ,1 ,1 ,26 ,0 ,1 ,11 ,9 ,3 ,0 ,0 ,0 ,0 
01053042, Groß Pampau,7 ,0 ,0 ,5 ,3 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,4 ,2 ,0 ,0 ,0 ,0 ,0 
01053043, Groß Sarau,17 ,1 ,3 ,6 ,4 ,4 ,1 ,3 ,0 ,0 ,8 ,0 ,0 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,9 ,1 ,3 ,1 ,1 ,4 ,1 ,3 ,0 ,0 
01053044, Groß Schenkenberg,10 ,0 ,1 ,5 ,1 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 
01053045, Grove,7 ,0 ,0 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
01053046, Gudow,36 ,0 ,4 ,15 ,11 ,1 ,0 ,0 ,0 ,0 ,17 ,0 ,2 ,9 ,7 ,0 ,0 ,0 ,0 ,0 ,19 ,0 ,2 ,6 ,4 ,1 ,0 ,0 ,0 ,0 
01053047, Gülzow,25 ,1 ,4 ,8 ,6 ,0 ,0 ,0 ,0 ,0 ,16 ,1 ,4 ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,3 ,3 ,0 ,0 ,0 ,0 ,0 
01053048, Güster,26 ,0 ,1 ,11 ,7 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,1 ,8 ,4 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,0 ,3 ,3 ,0 ,0 ,0 ,0 ,0 
01053049, Hamfelde,4 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
01053050, Hamwarde,20 ,0 ,1 ,10 ,5 ,1 ,0 ,0 ,1 ,0 ,7 ,0 ,1 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,0 ,7 ,3 ,1 ,0 ,0 ,1 ,0 
01053051, Harmsdorf,5 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
01053052, Havekost,3 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
01053053, Hohenhorn,14 ,0 ,1 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,1 ,4 ,2 ,0 ,0 ,0 ,0 ,0 
01053054, Hollenbek,15 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
01053056, Hornbek,6 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
01053057, Horst,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053058, Juliusburg,4 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053059, Kankelau,3 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053060, Kasseburg,8 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
01053061, Kastorf,26 ,0 ,4 ,6 ,3 ,2 ,0 ,0 ,0 ,0 ,13 ,0 ,3 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 
01053062, Kittlitz,9 ,0 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
01053064, Klein Pampau,22 ,0 ,3 ,6 ,3 ,1 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,2 ,3 ,1 ,1 ,0 ,0 ,0 ,0 
01053066, Klein Zecher,5 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
01053067, Klempau,8 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
01053068, Klinkrade,13 ,0 ,2 ,7 ,5 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
01053069, Koberg,19 ,0 ,2 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,1 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
01053070, Köthel,4 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053071, Kollow,12 ,0 ,1 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
01053072, Kröppelshagen-Fahrendorf,17 ,0 ,1 ,9 ,8 ,1 ,0 ,0 ,1 ,1 ,10 ,0 ,1 ,6 ,5 ,1 ,0 ,0 ,1 ,1 ,7 ,0 ,0 ,3 ,3 ,0 ,0 ,0 ,0 ,0 
01053073, Krüzen,7 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053074, Krukow,4 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
01053075, Krummesse,26 ,0 ,4 ,5 ,3 ,0 ,0 ,0 ,0 ,0 ,17 ,0 ,4 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
01053076, Kuddewörde,12 ,1 ,2 ,6 ,1 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,4 ,1 ,0 ,0 ,0 ,0 ,0 ,5 ,1 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
01053077, Kühsen,6 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053078, Kulpin,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053079, Labenz,14 ,0 ,1 ,6 ,6 ,1 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,6 ,5 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 
01053080, Langenlehsten,4 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053081, Lankau,11 ,0 ,0 ,4 ,1 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
01053082, Lanze,6 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
01053083," Lauenburg/ Elbe, Stadt",708 ,22 ,83 ,197 ,102 ,109 ,4 ,9 ,25 ,14 ,135 ,6 ,22 ,46 ,34 ,16 ,2 ,3 ,5 ,3 ,574 ,16 ,61 ,151 ,69 ,94 ,2 ,6 ,20 ,10 
