,Bundesland,"ins-
gesamt","ausgewählte Altersgruppen 
dar. (Spalte 1)",,,,darunter Ausländer,"ausgewählte Altersgruppen 
dar. (Spalte 6)",,,,"ins-
gesamt","ausgewählte Altersgruppen 
dar. (Spalte 11)",,,,darunter Ausländer,"ausgewählte Altersgruppen 
dar. (Spalte 16)",,,,"ins-
gesamt","ausgewählte Altersgruppen 
dar. (Spalte 21)",,,,darunter Ausländer,"ausgewählte Altersgruppen 
dar. (Spalte 26)",,,
,"Regierungsbezirk
Kreis",,15 bis unter  20 Jahre,15 bis unter 25 Jahre,50 bis unter 65 Jahre,55 bis unter 65 Jahre,,15 bis unter  20 Jahre,15 bis unter 25 Jahre,50 bis unter 65 Jahre,55 bis unter 65 Jahre,,15 bis unter  20 Jahre,15 bis unter 25 Jahre,50 bis unter 65 Jahre,55 bis unter 65 Jahre,,15 bis unter 20 Jahre,15 bis unter 25 Jahre,50 bis unter 65 Jahre,55 bis unter 65 Jahre,,15 bis unter 20 Jahre,15 bis unter 25 Jahre,50 bis unter 65 Jahre,55 bis unter 65 Jahre,,15 bis unter 20 Jahre,15 bis unter 25 Jahre,50 bis unter 65 Jahre,55 bis unter 65 Jahre
Schlüssel,Gemeinde,1 ,2 ,3 ,4 ,5 ,6 ,7 ,8 ,9 ,10 ,11 ,12 ,13 ,14 ,15 ,16 ,17 ,18 ,19 ,20 ,21 ,22 ,23 ,24 ,25 ,26 ,27 ,28 ,29 ,30 
01051083, Odderade,13 ,0 ,1 ,4 ,3 ,1 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 
01051084, Oesterdeichstrich,12 ,1 ,1 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,8 ,1 ,1 ,2 ,0 ,1 ,0 ,0 ,0 ,0 
01051085, Offenbüttel,5 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01051086, Osterrade,24 ,2 ,4 ,6 ,2 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,16 ,1 ,3 ,4 ,1 ,0 ,0 ,0 ,0 ,0 
01051087, Ostrohe,25 ,0 ,2 ,5 ,2 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,2 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
01051088, Pahlen,60 ,2 ,5 ,15 ,7 ,2 ,0 ,0 ,1 ,1 ,15 ,0 ,2 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,45 ,2 ,3 ,12 ,6 ,1 ,0 ,0 ,1 ,1 
01051089, Quickborn,5 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01051090, Ramhusen,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01051092, Rehm-Flehde-Bargen,21 ,1 ,2 ,9 ,4 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,15 ,1 ,1 ,7 ,3 ,0 ,0 ,0 ,0 ,0 
01051093, Reinsbüttel,12 ,0 ,2 ,6 ,3 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,2 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
01051096, Sankt Annen,12 ,1 ,3 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,9 ,1 ,2 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
01051097, Sankt Michaelisdonn,134 ,3 ,21 ,32 ,17 ,6 ,0 ,2 ,1 ,0 ,42 ,1 ,9 ,14 ,10 ,1 ,0 ,0 ,0 ,0 ,93 ,3 ,12 ,18 ,7 ,5 ,0 ,2 ,1 ,0 
01051098, Sarzbüttel,13 ,1 ,3 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
01051099, Schafstedt,31 ,1 ,3 ,7 ,4 ,1 ,0 ,0 ,0 ,0 ,14 ,0 ,2 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,18 ,1 ,1 ,4 ,2 ,1 ,0 ,0 ,0 ,0 
01051100, Schalkholz,22 ,0 ,4 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,2 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
01051102, Schlichting,8 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01051103, Schmedeswurth,10 ,0 ,0 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01051104, Schrum,5 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
01051105, Schülp,16 ,0 ,2 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,2 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
01051107, Stelle-Wittenwurth,18 ,1 ,2 ,7 ,2 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,2 ,5 ,0 ,0 ,0 ,0 ,0 ,0 
01051108, Strübbel,3 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
01051109, Süderdeich,24 ,1 ,3 ,6 ,3 ,1 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,18 ,1 ,2 ,5 ,2 ,1 ,0 ,0 ,0 ,0 
01051110, Süderhastedt,23 ,0 ,1 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
01051113, Wöhrden,48 ,1 ,6 ,11 ,6 ,2 ,0 ,0 ,0 ,0 ,24 ,0 ,3 ,7 ,4 ,0 ,0 ,0 ,0 ,0 ,24 ,1 ,3 ,3 ,1 ,2 ,0 ,0 ,0 ,0 
01051114, Tellingstedt,107 ,4 ,18 ,25 ,14 ,5 ,0 ,1 ,2 ,0 ,37 ,1 ,8 ,12 ,8 ,1 ,0 ,0 ,1 ,0 ,71 ,3 ,10 ,13 ,6 ,4 ,0 ,1 ,1 ,0 
01051117, Tielenhemme,4 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01051118, Trennewurth,7 ,1 ,2 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,4 ,1 ,2 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
01051119, Volsemenhusen,10 ,1 ,1 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,7 ,1 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
01051120, Wallen,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
01051121, Warwerort,9 ,0 ,2 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01051122, Weddingstedt,82 ,3 ,11 ,12 ,8 ,2 ,0 ,0 ,0 ,0 ,29 ,0 ,3 ,9 ,7 ,1 ,0 ,0 ,0 ,0 ,53 ,3 ,7 ,3 ,1 ,2 ,0 ,0 ,0 ,0 
01051125, Welmbüttel,22 ,0 ,3 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,16 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
01051126, Wennbüttel,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01051127," Wesselburen, Stadt",174 ,9 ,27 ,37 ,20 ,8 ,0 ,0 ,2 ,1 ,48 ,2 ,8 ,13 ,10 ,2 ,0 ,0 ,0 ,0 ,126 ,7 ,19 ,24 ,10 ,5 ,0 ,0 ,1 ,1 
01051128, Wesselburener Deichhausen,10 ,0 ,2 ,4 ,2 ,1 ,0 ,0 ,1 ,1 ,6 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,2 ,1 ,1 ,0 ,0 ,1 ,1 
01051129, Wesselburenerkoog,4 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01051130, Wesseln,37 ,1 ,6 ,6 ,2 ,0 ,0 ,0 ,0 ,0 ,17 ,0 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,20 ,0 ,1 ,3 ,1 ,0 ,0 ,0 ,0 ,0 
01051131, Westerborstel,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01051132, Westerdeichstrich,41 ,1 ,4 ,13 ,8 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,1 ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,28 ,1 ,3 ,9 ,4 ,0 ,0 ,0 ,0 ,0 
01051133, Wiemerstedt,7 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01051134, Windbergen,30 ,1 ,4 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,2 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,21 ,1 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
01051135, Wolmersdorf,4 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
01051136, Wrohm,27 ,1 ,3 ,12 ,5 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,2 ,5 ,1 ,0 ,0 ,0 ,0 ,0 ,17 ,1 ,2 ,7 ,4 ,0 ,0 ,0 ,0 ,0 
01051137, Nordermeldorf,19 ,0 ,3 ,4 ,1 ,1 ,0 ,0 ,0 ,0 ,7 ,0 ,2 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
01051138, Tensbüttel-Röst,29 ,1 ,5 ,9 ,8 ,1 ,0 ,0 ,0 ,0 ,14 ,1 ,3 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,15 ,0 ,2 ,4 ,4 ,1 ,0 ,0 ,0 ,0 
01051139, Süderdorf,8 ,0 ,0 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 
01051140, Oesterwurth,6 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01051141, Süderheistedt,16 ,0 ,1 ,6 ,2 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,4 ,1 ,0 ,0 ,0 ,0 ,0 
01053, Herzogtum Lauenburg,"6,475 ",176 ,827 ,"1,477 ",777 ,769 ,15 ,68 ,124 ,59 ,"2,206 ",64 ,385 ,650 ,400 ,117 ,2 ,11 ,29 ,14 ,"4,269 ",112 ,442 ,826 ,377 ,652 ,14 ,57 ,95 ,45 
01053001, Albsfelde,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053002, Alt Mölln,23 ,1 ,4 ,7 ,4 ,1 ,0 ,0 ,0 ,0 ,9 ,0 ,2 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,3 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
01053003, Aumühle,46 ,2 ,9 ,13 ,10 ,5 ,0 ,0 ,0 ,0 ,22 ,1 ,5 ,7 ,6 ,2 ,0 ,0 ,0 ,0 ,24 ,1 ,4 ,6 ,4 ,3 ,0 ,0 ,0 ,0 
01053004, Bäk,16 ,0 ,1 ,4 ,3 ,1 ,0 ,0 ,1 ,1 ,8 ,0 ,0 ,4 ,3 ,1 ,0 ,0 ,1 ,1 ,8 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053005, Bälau,5 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053006, Basedow,23 ,2 ,3 ,5 ,3 ,0 ,0 ,0 ,0 ,0 ,12 ,1 ,2 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,11 ,1 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
01053007, Basthorst,7 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
01053008, Behlendorf,8 ,0 ,1 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053009, Berkenthin,54 ,0 ,6 ,16 ,10 ,1 ,0 ,0 ,0 ,0 ,26 ,0 ,5 ,9 ,6 ,0 ,0 ,0 ,0 ,0 ,28 ,0 ,1 ,7 ,4 ,1 ,0 ,0 ,0 ,0 
01053010, Besenthal,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053011, Bliestorf,7 ,0 ,1 ,2 ,0 ,1 ,0 ,0 ,1 ,0 ,4 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,1 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053012, Börnsen,105 ,1 ,7 ,29 ,15 ,13 ,0 ,0 ,3 ,2 ,53 ,0 ,4 ,17 ,11 ,4 ,0 ,0 ,1 ,0 ,52 ,0 ,3 ,12 ,4 ,9 ,0 ,0 ,2 ,2 
01053013, Borstorf,3 ,1 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,1 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
01053014, Breitenfelde,57 ,2 ,7 ,12 ,6 ,2 ,0 ,0 ,0 ,0 ,21 ,1 ,4 ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,36 ,1 ,3 ,7 ,3 ,2 ,0 ,0 ,0 ,0 
01053015, Bröthen,8 ,0 ,0 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
01053016, Brunsmark,3 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053017, Brunstorf,20 ,0 ,3 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
01053018, Buchholz,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053019, Buchhorst,3 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053020, Büchen,181 ,10 ,32 ,28 ,16 ,12 ,0 ,1 ,1 ,1 ,71 ,6 ,22 ,19 ,13 ,2 ,0 ,0 ,0 ,0 ,110 ,3 ,11 ,9 ,4 ,10 ,0 ,1 ,1 ,1 
01053021, Dahmker,2 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053022, Dalldorf,8 ,0 ,2 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053023, Dassendorf,58 ,1 ,11 ,13 ,5 ,1 ,0 ,0 ,0 ,0 ,34 ,0 ,8 ,8 ,3 ,0 ,0 ,0 ,0 ,0 ,24 ,1 ,2 ,6 ,2 ,0 ,0 ,0 ,0 ,0 
01053024, Düchelsdorf,5 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053025, Duvensee,16 ,0 ,1 ,6 ,4 ,1 ,0 ,0 ,0 ,0 ,7 ,0 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,0 ,3 ,2 ,1 ,0 ,0 ,0 ,0 
01053026, Einhaus,9 ,0 ,1 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 
01053027, Elmenhorst,23 ,1 ,2 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,1 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
01053028, Escheburg,65 ,0 ,9 ,17 ,8 ,4 ,0 ,1 ,0 ,0 ,36 ,0 ,6 ,12 ,7 ,1 ,0 ,0 ,0 ,0 ,29 ,0 ,2 ,5 ,1 ,3 ,0 ,1 ,0 ,0 
01053029, Fitzen,7 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053030, Fredeburg,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053031, Fuhlenhagen,4 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053032," Geesthacht, Stadt","1,488 ",40 ,197 ,322 ,174 ,292 ,6 ,27 ,46 ,24 ,421 ,16 ,79 ,126 ,75 ,37 ,1 ,4 ,9 ,5 ,"1,067 ",25 ,118 ,196 ,99 ,255 ,5 ,23 ,36 ,20 
01053033, Giesensdorf,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053034, Göldenitz,6 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
01053035, Göttin,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053036, Grabau,6 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,1 ,1 ,4 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,1 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053037, Grambek,7 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053038, Grinau,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053039, Groß Boden,9 ,0 ,0 ,4 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 
01053040, Groß Disnack,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053041, Groß Grönau,74 ,2 ,10 ,25 ,18 ,3 ,0 ,0 ,1 ,1 ,36 ,1 ,6 ,15 ,13 ,1 ,0 ,0 ,1 ,1 ,37 ,1 ,4 ,10 ,5 ,2 ,0 ,0 ,1 ,0 
01053042, Groß Pampau,5 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
01053043, Groß Sarau,18 ,0 ,2 ,4 ,3 ,1 ,0 ,0 ,0 ,0 ,11 ,0 ,2 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,1 ,2 ,1 ,1 ,0 ,0 ,0 ,0 
01053044, Groß Schenkenberg,9 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
01053045, Grove,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053046, Gudow,40 ,1 ,6 ,8 ,5 ,1 ,0 ,0 ,0 ,0 ,21 ,1 ,4 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,19 ,0 ,2 ,3 ,2 ,1 ,0 ,0 ,0 ,0 
01053047, Gülzow,33 ,1 ,3 ,11 ,8 ,2 ,0 ,0 ,1 ,1 ,16 ,0 ,2 ,7 ,4 ,0 ,0 ,0 ,0 ,0 ,17 ,1 ,1 ,4 ,3 ,2 ,0 ,0 ,1 ,1 
01053048, Güster,23 ,0 ,2 ,8 ,3 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,1 ,5 ,2 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,0 ,0 
01053049, Hamfelde,9 ,0 ,1 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
01053050, Hamwarde,23 ,1 ,4 ,7 ,4 ,0 ,0 ,0 ,0 ,0 ,14 ,1 ,4 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,3 ,1 ,0 ,0 ,0 ,0 ,0 
01053051, Harmsdorf,5 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
01053052, Havekost,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
